Timestamp,Data
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
2026-02-03 17:39:21,8191
